genus,species,percent_cover,plot,native,richness,year,c_value
silphium,terebinthinaceum,8,H4,1,1,1979,5
maianthemum,stellatum,2,H4,1,1,1979,5
solidago,canadensis,20,H4,1,1,1979,1
solidago,rigida,4,H4,1,1,1979,3
allium,canadense,4,I4,1,1,1979,3
andropogon,gerardii,10,I4,1,1,1979,5
symphyotrichum,laeve,5,I4,1,1,1979,9
comandra,umbellata,15,I4,1,1,1979,9
coreopsis,palmata,3,I4,1,1,1979,10
equisetum,arvense,2,I4,1,1,1979,0
lithospermum,canescens,1,I4,1,1,1979,8
dalea,purpurea,3,I4,1,1,1979,9
rosa,carolina,12,I4,1,1,1979,5
maianthemum,stellatum,3,I4,1,1,1979,5
solidago,rigida,10,I4,1,1,1979,3
viola,sororia,1,I4,1,1,1979,3
zizia,aurea,2,I4,1,1,1979,5
allium,canadense,2,J4,1,1,1979,3
andropogon,gerardii,3,J4,1,1,1979,5
symphyotrichum,ericoides,3,J4,1,1,1979,6
symphyotrichum,laeve,10,J4,1,1,1979,9
comandra,umbellata,20,J4,1,1,1979,9
equisetum,arvense,3,J4,1,1,1979,0
eryngium,yuccifolium,2,J4,1,1,1979,9
fragaria,virginiana,3,J4,1,1,1979,0
lathyrus,palustris,1,J4,1,1,1979,7
lithospermum,canescens,11,J4,1,1,1979,8
dichanthelium,leibergii,3,J4,1,1,1979,10
silphium,integrifolium,3,J4,1,1,1979,5
silphium,laciniatum,10,J4,1,1,1979,5
silphium,terebinthinaceum,8,J4,1,1,1979,5
maianthemum,stellatum,2,J4,1,1,1979,5
solidago,rigida,5,J4,1,1,1979,3
sporobolus,heterolepis,5,J4,1,1,1979,10
zizia,aurea,35,J4,1,1,1979,5
ambrosia,artemisiifolia,1,K4,1,1,1979,0
bidens,frondosa,6,K4,1,1,1979,1
carex,sp.,30,K4,1,1,1979,7
equisetum,arvense,8,K4,1,1,1979,0
eryngium,yuccifolium,1,K4,1,1,1979,9
geum,aleppicum,11,K4,1,1,1979,3
juncus,sp.,4,K4,1,1,1979,6
lycopus,americanus,1,K4,1,1,1979,4
dichanthelium,leibergii,3,K4,1,1,1979,10
pycnanthemum,virginianum,4,K4,1,1,1979,5
rosa,carolina,6,K4,1,1,1979,5
apocynum,cannabinum,2,L4,1,1,1979,2
bidens,frondosa,4,L4,1,1,1979,1
carex,sp.,18,L4,1,1,1979,7
daucus,carota,4,L4,0,1,1979,0
lactuca,canadensis,3,L4,1,1,1979,1
lythrum,salicaria,4,L4,0,1,1979,0
rhamnus,cathartica,1,L4,0,1,1979,0
syringa,vulgaris,18,L4,0,1,1979,0
achillea,millefolium,6,A5,1,1,1979,0
ambrosia,trifida,15,A5,1,1,1979,0
symphyotrichum,pilosum,40,A5,1,1,1979,0
fraxinus,pennsylvanica,4,A5,1,1,1979,4
helianthus,grosseserratus,25,A5,1,1,1979,4
poa,compressa,4,A5,0,1,1979,0
rosa,carolina,8,A5,1,1,1979,5
solidago,canadensis,5,A5,1,1,1979,1
tradescantia,ohiensis,5,A5,1,1,1979,3
vitis,riparia,4,A5,1,1,1979,1
allium,canadense,1,B5,1,1,1979,3
allium,cernuum,1,B5,1,1,1979,7
amorpha,canescens,8,B5,1,1,1979,10
symphyotrichum,laeve,8,B5,1,1,1979,9
baptisia,alba var. macrophylla,5,B5,1,1,1979,8
comandra,umbellata,2,B5,1,1,1979,9
coreopsis,palmata,3,B5,1,1,1979,10
eryngium,yuccifolium,8,B5,1,1,1979,9
fragaria,virginiana,15,B5,1,1,1979,0
gentiana,puberulenta,4,B5,1,1,1979,10
pedicularis,canadensis,8,B5,1,1,1979,9
rosa,carolina,15,B5,1,1,1979,5
silphium,integrifolium,2,B5,1,1,1979,5
sporobolus,heterolepis,15,B5,1,1,1979,10
zizia,aurea,4,B5,1,1,1979,5
achillea,millefolium,8,C5,1,1,1979,0
allium,canadense,3,C5,1,1,1979,3
allium,cernuum,1,C5,1,1,1979,7
amorpha,canescens,12,C5,1,1,1979,10
andropogon,gerardii,5,C5,1,1,1979,5
symphyotrichum,laeve,4,C5,1,1,1979,9
baptisia,alba var. macrophylla,8,C5,1,1,1979,8
comandra,umbellata,3,C5,1,1,1979,9
coreopsis,palmata,10,C5,1,1,1979,10
eryngium,yuccifolium,1,C5,1,1,1979,9
fragaria,virginiana,15,C5,1,1,1979,0
juncus,balticus ssp. littoralis,2,C5,1,1,1979,2
koeleria,macrantha,1,C5,1,1,1979,8
liatris,sp.,4,C5,1,1,1979,7
dichanthelium,leibergii,3,C5,1,1,1979,10
ratibida,pinnata,3,C5,1,1,1979,4
rosa,carolina,20,C5,1,1,1979,5
rudbeckia,hirta,2,C5,1,1,1979,1
silphium,terebinthinaceum,2,C5,1,1,1979,5
solidago,rigida,8,C5,1,1,1979,3
spartina,pectinata,20,C5,1,1,1979,4
achillea,millefolium,1,D5,1,1,1979,0
allium,canadense,2,D5,1,1,1979,3
allium,cernuum,1,D5,1,1,1979,7
symphyotrichum,ericoides,3,D5,1,1,1979,6
dichanthelium,leibergii,4,D5,1,1,1979,10
parthenium,integrifolium,2,D5,1,1,1979,8
dalea,purpurea,3,D5,1,1,1979,9
phlox,pilosa ssp. fulgida,1,D5,1,1,1979,8
ratibida,pinnata,4,D5,1,1,1979,4
rosa,carolina,3,D5,1,1,1979,5
silphium,terebinthinaceum,2,D5,1,1,1979,5
solidago,riddellii,3,D5,1,1,1979,8
solidago,rigida,18,D5,1,1,1979,3
sporobolus,heterolepis,40,D5,1,1,1979,10
tradescantia,ohiensis,1,D5,1,1,1979,3
ambrosia,artemisiifolia,15,E5,1,1,1979,0
apocynum,cannabinum,12,E5,1,1,1979,2
calamagrostis,canadensis,25,E5,1,1,1979,6
carex,sp.,2,E5,1,1,1979,7
convolvulus,arvensis,8,E5,0,1,1979,0
erigeron,strigosus,2,E5,1,1,1979,5
galium,sp.,2,E5,1,1,1979,5
lycopus,americanus,1,E5,1,1,1979,4
packera,paupercula,25,E5,1,1,1979,4
tradescantia,ohiensis,4,E5,1,1,1979,3
allium,cernuum,1,F5,1,1,1979,7
carex,sp.,3,F5,1,1,1979,7
calystegia,sepium,3,F5,1,1,1979,1
eryngium,yuccifolium,10,F5,1,1,1979,9
dichanthelium,leibergii,4,F5,1,1,1979,10
poa,pratensis,1,F5,0,1,1979,0
rosa,carolina,3,F5,1,1,1979,5
solidago,rigida,4,F5,1,1,1979,3
sporobolus,heterolepis,75,F5,1,1,1979,10
tradescantia,ohiensis,1,F5,1,1,1979,3
allium,canadense,3,G5,1,1,1979,3
allium,cernuum,3,G5,1,1,1979,7
comandra,umbellata,4,G5,1,1,1979,9
coreopsis,palmata,15,G5,1,1,1979,10
eryngium,yuccifolium,3,G5,1,1,1979,9
gentiana,puberulenta,2,G5,1,1,1979,10
dichanthelium,leibergii,10,G5,1,1,1979,10
rosa,carolina,15,G5,1,1,1979,5
silphium,terebinthinaceum,3,G5,1,1,1979,5
spartina,pectinata,2,G5,1,1,1979,4
sporobolus,heterolepis,20,G5,1,1,1979,10
heserostipa,spartea,3,G5,1,1,1979,8
symphyotrichum,laeve,5,H5,1,1,1979,9
comandra,umbellata,2,H5,1,1,1979,9
coreopsis,palmata,10,H5,1,1,1979,10
equisetum,arvense,6,H5,1,1,1979,0
fragaria,virginiana,4,H5,1,1,1979,0
liatris,sp.,1,H5,1,1,1979,7
dichanthelium,leibergii,8,H5,1,1,1979,10
dalea,purpurea,3,H5,1,1,1979,9
poa,pratensis,4,H5,0,1,1979,0
rosa,carolina,40,H5,1,1,1979,5
silphium,terebinthinaceum,4,H5,1,1,1979,5
maianthemum,stellatum,20,H5,1,1,1979,5
zizia,aurea,2,H5,1,1,1979,5
allium,canadense,2,I5,1,1,1979,3
ambrosia,artemisiifolia,1,I5,1,1,1979,0
symphyotrichum,laeve,8,I5,1,1,1979,9
carex,sp.,15,I5,1,1,1979,7
comandra,umbellata,2,I5,1,1,1979,9
coreopsis,palmata,5,I5,1,1,1979,10
eryngium,yuccifolium,4,I5,1,1,1979,9
fragaria,virginiana,3,I5,1,1,1979,0
galium,sp.,1,I5,1,1,1979,5
liatris,sp.,3,I5,1,1,1979,7
dichanthelium,leibergii,40,I5,1,1,1979,10
dalea,purpurea,4,I5,1,1,1979,9
rosa,carolina,15,I5,1,1,1979,5
scutellaria,parvula,1,I5,1,1,1979,7
silphium,terebinthinaceum,2,I5,1,1,1979,5
viola,sororia,2,I5,1,1,1979,3
allium,canadense,5,J5,1,1,1979,3
symphyotrichum,ericoides,3,J5,1,1,1979,6
symphyotrichum,laeve,13,J5,1,1,1979,9
carex,sp.,10,J5,1,1,1979,7
comandra,umbellata,8,J5,1,1,1979,9
coreopsis,palmata,8,J5,1,1,1979,10
eryngium,yuccifolium,8,J5,1,1,1979,9
lithospermum,canescens,1,J5,1,1,1979,8
dichanthelium,leibergii,10,J5,1,1,1979,10
rosa,carolina,30,J5,1,1,1979,5
rudbeckia,hirta,1,J5,1,1,1979,1
silphium,integrifolium,2,J5,1,1,1979,5
silphium,terebinthinaceum,8,J5,1,1,1979,5
solidago,rigida,4,J5,1,1,1979,3
andropogon,gerardii,6,K5,1,1,1979,5
symphyotrichum,ericoides,3,K5,1,1,1979,6
symphyotrichum,laeve,1,K5,1,1,1979,9
carex,sp.,3,K5,1,1,1979,7
comandra,umbellata,3,K5,1,1,1979,9
equisetum,arvense,2,K5,1,1,1979,0
erigeron,strigosus,3,K5,1,1,1979,5
dichanthelium,leibergii,20,K5,1,1,1979,10
pycnanthemum,virginianum,20,K5,1,1,1979,5
ratibida,pinnata,3,K5,1,1,1979,4
rudbeckia,hirta,1,K5,1,1,1979,1
silphium,integrifolium,2,K5,1,1,1979,5
silphium,terebinthinaceum,3,K5,1,1,1979,5
maianthemum,stellatum,4,K5,1,1,1979,5
tradescantia,ohiensis,2,K5,1,1,1979,3
viola,sororia,1,K5,1,1,1979,3
apocynum,cannabinum,4,L5,1,1,1979,2
asclepias,syriaca,4,L5,1,1,1979,0
symphyotrichum,laeve,15,L5,1,1,1979,9
bidens,frondosa,2,L5,1,1,1979,1
carex,sp.,40,L5,1,1,1979,7
daucus,carota,3,L5,0,1,1979,0
galium,sp.,1,L5,1,1,1979,5
hordeum,jubatum,2,L5,0,1,1979,0
lycopus,americanus,1,L5,1,1,1979,4
spartina,pectinata,3,L5,1,1,1979,4
syringa,vulgaris,25,L5,0,1,1979,0
taraxacum,officinale,2,L5,0,1,1979,0
elymus,repens,15,A6,0,1,1979,0
ambrosia,trifida,20,A6,1,1,1979,0
symphyotrichum,pilosum,10,A6,1,1,1979,0
cirsium,discolor,3,A6,1,1,1979,3
fragaria,virginiana,15,A6,1,1,1979,0
geum,canadense,5,A6,1,1,1979,1
lactuca,canadensis,3,A6,1,1,1979,1
poa,pratensis,2,A6,0,1,1979,0
rosa,carolina,20,A6,1,1,1979,5
rumex,crispus,3,A6,0,1,1979,0
silphium,integrifolium,4,A6,1,1,1979,5
solidago,canadensis,10,A6,1,1,1979,1
solidago,rigida,3,A6,1,1,1979,3
tradescantia,ohiensis,20,A6,1,1,1979,3
allium,cernuum,5,B6,1,1,1979,7
amorpha,canescens,35,B6,1,1,1979,10
symphyotrichum,laeve,5,B6,1,1,1979,9
baptisia,bracteata,5,B6,1,1,1979,10
arnoglossum,plantagineum,3,B6,1,1,1979,10
coreopsis,palmata,35,B6,1,1,1979,10
erigeron,annuus,3,B6,1,1,1979,0
fragaria,virginiana,3,B6,1,1,1979,0
rosa,carolina,5,B6,1,1,1979,5
silphium,terebinthinaceum,8,B6,1,1,1979,5
zizia,aurea,3,B6,1,1,1979,5
achillea,millefolium,4,C6,1,1,1979,0
allium,cernuum,4,C6,1,1,1979,7
amorpha,canescens,2,C6,1,1,1979,10
andropogon,gerardii,2,C6,1,1,1979,5
symphyotrichum,laeve,4,C6,1,1,1979,9
comandra,umbellata,7,C6,1,1,1979,9
coreopsis,palmata,15,C6,1,1,1979,10
eryngium,yuccifolium,10,C6,1,1,1979,9
gentiana,puberulenta,7,C6,1,1,1979,10
liatris,sp.,3,C6,1,1,1979,7
dichanthelium,leibergii,4,C6,1,1,1979,10
parthenium,integrifolium,15,C6,1,1,1979,8
dalea,purpurea,2,C6,1,1,1979,9
ratibida,pinnata,3,C6,1,1,1979,4
rudbeckia,hirta,3,C6,1,1,1979,1
packera,paupercula,2,C6,1,1,1979,4
viola,pedatifida,1,C6,1,1,1979,9
zizia,aurea,15,C6,1,1,1979,5
symphyotrichum,ericoides,5,D6,1,1,1979,6
symphyotrichum,laeve,8,D6,1,1,1979,9
comandra,umbellata,4,D6,1,1,1979,9
eryngium,yuccifolium,4,D6,1,1,1979,9
fragaria,virginiana,15,D6,1,1,1979,0
ratibida,pinnata,8,D6,1,1,1979,4
rosa,carolina,5,D6,1,1,1979,5
silphium,terebinthinaceum,12,D6,1,1,1979,5
solidago,rigida,25,D6,1,1,1979,3
spartina,pectinata,4,D6,1,1,1979,4
sporobolus,heterolepis,15,D6,1,1,1979,10
allium,cernuum,2,E6,1,1,1979,7
calamagrostis,canadensis,2,E6,1,1,1979,6
galium,sp.,5,E6,1,1,1979,5
gentiana,puberulenta,2,E6,1,1,1979,10
pycnanthemum,virginianum,85,E6,1,1,1979,5
packera,paupercula,15,E6,1,1,1979,4
silphium,laciniatum,3,E6,1,1,1979,5
tradescantia,ohiensis,1,E6,1,1,1979,3
ambrosia,artemisiifolia,3,F6,1,1,1979,0
carex,sp.,25,F6,1,1,1979,7
erigeron,annuus,1,F6,1,1,1979,0
galium,sp.,5,F6,1,1,1979,5
poa,pratensis,5,F6,0,1,1979,0
pycnanthemum,virginianum,30,F6,1,1,1979,5
tradescantia,ohiensis,2,F6,1,1,1979,3
allium,canadense,1,G6,1,1,1979,3
amorpha,canescens,3,G6,1,1,1979,10
andropogon,gerardii,10,G6,1,1,1979,5
coreopsis,palmata,12,G6,1,1,1979,10
fragaria,virginiana,3,G6,1,1,1979,0
galium,sp.,5,G6,1,1,1979,5
liatris,sp.,3,G6,1,1,1979,7
oxalis,violacea,1,G6,1,1,1979,8
dichanthelium,leibergii,8,G6,1,1,1979,10
poa,pratensis,2,G6,0,1,1979,0
ratibida,pinnata,3,G6,1,1,1979,4
rosa,carolina,5,G6,1,1,1979,5
silphium,terebinthinaceum,3,G6,1,1,1979,5
maianthemum,stellatum,9,G6,1,1,1979,5
solidago,sp.,4,G6,1,1,1979,5
sporobolus,heterolepis,12,G6,1,1,1979,10
viola,sororia,2,G6,1,1,1979,3
amorpha,canescens,2,H6,1,1,1979,10
symphyotrichum,laeve,18,H6,1,1,1979,9
comandra,umbellata,4,H6,1,1,1979,9
coreopsis,palmata,15,H6,1,1,1979,10
equisetum,arvense,2,H6,1,1,1979,0
eryngium,yuccifolium,2,H6,1,1,1979,9
dichanthelium,leibergii,2,H6,1,1,1979,10
rosa,carolina,30,H6,1,1,1979,5
silphium,laciniatum,9,H6,1,1,1979,5
silphium,terebinthinaceum,2,H6,1,1,1979,5
maianthemum,stellatum,1,H6,1,1,1979,5
spartina,pectinata,12,H6,1,1,1979,4
symphyotrichum,laeve,3,I6,1,1,1979,9
symphyotrichum,pilosum,2,I6,1,1,1979,0
comandra,umbellata,6,I6,1,1,1979,9
coreopsis,palmata,10,I6,1,1,1979,10
equisetum,arvense,2,I6,1,1,1979,0
fragaria,virginiana,5,I6,1,1,1979,0
dichanthelium,leibergii,8,I6,1,1,1979,10
parthenium,integrifolium,4,I6,1,1,1979,8
rhamnus,cathartica,4,I6,0,1,1979,0
rosa,carolina,20,I6,1,1,1979,5
solidago,rigida,3,I6,1,1,1979,3
sporobolus,heterolepis,5,I6,1,1,1979,10
zizia,aurea,10,I6,1,1,1979,5
allium,cernuum,2,J6,1,1,1979,7
symphyotrichum,laeve,3,J6,1,1,1979,9
comandra,umbellata,8,J6,1,1,1979,9
coreopsis,palmata,8,J6,1,1,1979,10
eryngium,yuccifolium,7,J6,1,1,1979,9
fragaria,virginiana,15,J6,1,1,1979,0
dichanthelium,leibergii,3,J6,1,1,1979,10
rosa,carolina,7,J6,1,1,1979,5
silphium,integrifolium,1,J6,1,1,1979,5
silphium,terebinthinaceum,3,J6,1,1,1979,5
sporobolus,heterolepis,15,J6,1,1,1979,10
viola,sororia,5,J6,1,1,1979,3
allium,canadense,4,K6,1,1,1979,3
andropogon,gerardii,4,K6,1,1,1979,5
symphyotrichum,ericoides,14,K6,1,1,1979,6
symphyotrichum,laeve,12,K6,1,1,1979,9
comandra,umbellata,3,K6,1,1,1979,9
equisetum,arvense,2,K6,1,1,1979,0
eryngium,yuccifolium,5,K6,1,1,1979,9
fragaria,virginiana,5,K6,1,1,1979,0
dichanthelium,leibergii,8,K6,1,1,1979,10
silphium,integrifolium,8,K6,1,1,1979,5
silphium,terebinthinaceum,8,K6,1,1,1979,5
maianthemum,stellatum,10,K6,1,1,1979,5
tradescantia,ohiensis,2,K6,1,1,1979,3
viola,sororia,3,K6,1,1,1979,3
zizia,aurea,2,K6,1,1,1979,5
allium,canadense,2,L6,1,1,1979,3
ambrosia,trifida,30,L6,1,1,1979,0
bidens,frondosa,1,L6,1,1,1979,1
carex,sp.,40,L6,1,1,1979,7
daucus,carota,1,L6,0,1,1979,0
equisetum,arvense,3,L6,1,1,1979,0
fragaria,virginiana,2,L6,1,1,1979,0
lycopus,americanus,2,L6,1,1,1979,4
dichanthelium,leibergii,2,L6,1,1,1979,10
polygonum,sp.,1,L6,1,1,1979,2
pycnanthemum,virginianum,15,L6,1,1,1979,5
rhamnus,cathartica,20,L6,0,1,1979,0
rosa,carolina,1,L6,1,1,1979,5
silphium,laciniatum,15,L6,1,1,1979,5
tradescantia,ohiensis,2,L6,1,1,1979,3
ambrosia,trifida,30,A7,1,1,1979,0
symphyotrichum,pilosum,3,A7,1,1,1979,0
chenopodium,album,4,A7,0,1,1979,0
daucus,carota,10,A7,0,1,1979,0
fragaria,virginiana,25,A7,1,1,1979,0
physalis,longifolia,3,A7,1,1,1979,0
poa,pratensis,8,A7,0,1,1979,0
potentilla,simplex,5,A7,1,1,1979,3
rosa,carolina,15,A7,1,1,1979,5
zizia,aurea,8,A7,1,1,1979,5
allium,cernuum,12,B7,1,1,1979,7
symphyotrichum,laeve,8,B7,1,1,1979,9
baptisia,bracteata,20,B7,1,1,1979,10
coreopsis,palmata,20,B7,1,1,1979,10
fragaria,virginiana,25,B7,1,1,1979,0
liatris,sp.,5,B7,1,1,1979,7
dichanthelium,acuminatum,2,B7,1,1,1979,4
dichanthelium,leibergii,8,B7,1,1,1979,10
rosa,carolina,15,B7,1,1,1979,5
scirpus,pendulus,1,B7,1,1,1979,2
silphium,terebinthinaceum,15,B7,1,1,1979,5
solidago,rigida,6,B7,1,1,1979,3
allium,cernuum,4,C7,1,1,1979,7
amorpha,canescens,15,C7,1,1,1979,10
antennaria,neglecta,1,C7,1,1,1979,3
moehringia,lateriflora,1,C7,1,1,1979,8
symphyotrichum,laeve,4,C7,1,1,1979,9
baptisia,alba var. macrophylla,20,C7,1,1,1979,8
comandra,umbellata,10,C7,1,1,1979,9
coreopsis,palmata,8,C7,1,1,1979,10
eryngium,yuccifolium,2,C7,1,1,1979,9
fragaria,virginiana,8,C7,1,1,1979,0
gentiana,puberulenta,3,C7,1,1,1979,10
koeleria,macrantha,3,C7,1,1,1979,8
lithospermum,canescens,2,C7,1,1,1979,8
dichanthelium,leibergii,8,C7,1,1,1979,10
poa,pratensis,1,C7,0,1,1979,0
psoralidium,tenuiflorum,15,C7,1,1,1979,10
ratibida,pinnata,10,C7,1,1,1979,4
rosa,carolina,8,C7,1,1,1979,5
silphium,terebinthinaceum,30,C7,1,1,1979,5
solidago,canadensis,4,C7,1,1,1979,1
solidago,rigida,3,C7,1,1,1979,3
heserostipa,spartea,1,C7,1,1,1979,8
zizia,aurea,5,C7,1,1,1979,5
allium,cernuum,4,D7,1,1,1979,7
symphyotrichum,laeve,2,D7,1,1,1979,9
carex,sp.,3,D7,1,1,1979,7
coreopsis,palmata,5,D7,1,1,1979,10
eryngium,yuccifolium,10,D7,1,1,1979,9
fragaria,virginiana,35,D7,1,1,1979,0
lithospermum,canescens,1,D7,1,1,1979,8
dichanthelium,leibergii,10,D7,1,1,1979,10
ratibida,pinnata,8,D7,1,1,1979,4
rosa,carolina,5,D7,1,1,1979,5
silphium,terebinthinaceum,10,D7,1,1,1979,5
heserostipa,spartea,2,D7,1,1,1979,8
viola,sororia,1,D7,1,1,1979,3
zizia,aurea,5,D7,1,1,1979,5
symphyotrichum,laeve,3,E7,1,1,1979,9
carex,sp.,8,E7,1,1,1979,7
comandra,umbellata,15,E7,1,1,1979,9
coreopsis,palmata,4,E7,1,1,1979,10
erigeron,strigosus,3,E7,1,1,1979,5
eryngium,yuccifolium,10,E7,1,1,1979,9
fragaria,virginiana,4,E7,1,1,1979,0
galium,sp.,10,E7,1,1,1979,5
gentiana,andrewsii,2,E7,1,1,1979,9
lobelia,spicata,1,E7,1,1,1979,4
dichanthelium,leibergii,15,E7,1,1,1979,10
phlox,pilosa ssp. fulgida,4,E7,1,1,1979,8
pycnanthemum,virginianum,2,E7,1,1,1979,5
ratibida,pinnata,3,E7,1,1,1979,4
rosa,carolina,18,E7,1,1,1979,5
rudbeckia,hirta,2,E7,1,1,1979,1
silphium,laciniatum,3,E7,1,1,1979,5
silphium,terebinthinaceum,3,E7,1,1,1979,5
maianthemum,stellatum,4,E7,1,1,1979,5
solidago,rigida,2,E7,1,1,1979,3
sporobolus,heterolepis,5,E7,1,1,1979,10
achillea,millefolium,3,F7,1,1,1979,0
allium,canadense,1,F7,1,1,1979,3
allium,cernuum,4,F7,1,1,1979,7
symphyotrichum,ericoides,3,F7,1,1,1979,6
symphyotrichum,laeve,2,F7,1,1,1979,9
carex,sp.,15,F7,1,1,1979,7
eryngium,yuccifolium,10,F7,1,1,1979,9
fragaria,virginiana,1,F7,1,1,1979,0
galium,sp.,2,F7,1,1,1979,5
heuchera,richardsonii,4,F7,1,1,1979,10
lycopus,americanus,1,F7,1,1,1979,4
dichanthelium,leibergii,3,F7,1,1,1979,10
pycnanthemum,virginianum,1,F7,1,1,1979,5
rosa,carolina,2,F7,1,1,1979,5
silphium,laciniatum,4,F7,1,1,1979,5
sporobolus,heterolepis,4,F7,1,1,1979,10
tradescantia,ohiensis,2,F7,1,1,1979,3
allium,cernuum,2,G7,1,1,1979,7
andropogon,gerardii,2,G7,1,1,1979,5
symphyotrichum,laeve,15,G7,1,1,1979,9
comandra,umbellata,2,G7,1,1,1979,9
coreopsis,palmata,10,G7,1,1,1979,10
erigeron,strigosus,1,G7,1,1,1979,5
eryngium,yuccifolium,3,G7,1,1,1979,9
fragaria,virginiana,5,G7,1,1,1979,0
galium,sp.,1,G7,1,1,1979,5
dichanthelium,leibergii,3,G7,1,1,1979,10
dalea,purpurea,5,G7,1,1,1979,9
poa,pratensis,1,G7,0,1,1979,0
ratibida,pinnata,5,G7,1,1,1979,4
rosa,carolina,5,G7,1,1,1979,5
silphium,integrifolium,15,G7,1,1,1979,5
silphium,terebinthinaceum,4,G7,1,1,1979,5
maianthemum,stellatum,6,G7,1,1,1979,5
sporobolus,heterolepis,6,G7,1,1,1979,10
zizia,aurea,4,G7,1,1,1979,5
allium,canadense,1,H7,1,1,1979,3
allium,cernuum,3,H7,1,1,1979,7
symphyotrichum,laeve,8,H7,1,1,1979,9
comandra,umbellata,15,H7,1,1,1979,9
coreopsis,palmata,12,H7,1,1,1979,10
equisetum,arvense,4,H7,1,1,1979,0
gentiana,puberulenta,2,H7,1,1,1979,10
liatris,sp.,2,H7,1,1,1979,7
phlox,pilosa ssp. fulgida,2,H7,1,1,1979,8
poa,pratensis,30,H7,0,1,1979,0
rosa,carolina,5,H7,1,1,1979,5
silphium,integrifolium,4,H7,1,1,1979,5
silphium,terebinthinaceum,10,H7,1,1,1979,5
sisyrinchium,albidum,1,H7,1,1,1979,6
maianthemum,stellatum,10,H7,1,1,1979,5
solidago,rigida,2,H7,1,1,1979,3
zizia,aurea,5,H7,1,1,1979,5
allium,canadense,1,I7,1,1,1979,3
allium,cernuum,3,I7,1,1,1979,7
symphyotrichum,laeve,4,I7,1,1,1979,9
comandra,umbellata,2,I7,1,1,1979,9
coreopsis,palmata,8,I7,1,1,1979,10
eryngium,yuccifolium,3,I7,1,1,1979,9
fragaria,virginiana,10,I7,1,1,1979,0
liatris,sp.,3,I7,1,1,1979,7
lobelia,spicata,2,I7,1,1,1979,4
dichanthelium,leibergii,2,I7,1,1,1979,10
parthenium,integrifolium,8,I7,1,1,1979,8
dalea,purpurea,2,I7,1,1,1979,9
phlox,pilosa ssp. fulgida,3,I7,1,1,1979,8
rosa,carolina,35,I7,1,1,1979,5
silphium,terebinthinaceum,4,I7,1,1,1979,5
solidago,rigida,3,I7,1,1,1979,3
zizia,aurea,2,I7,1,1,1979,5
achillea,millefolium,4,J7,1,1,1979,0
allium,cernuum,3,J7,1,1,1979,7
symphyotrichum,ericoides,4,J7,1,1,1979,6
symphyotrichum,laeve,8,J7,1,1,1979,9
carex,sp.,8,J7,1,1,1979,7
coreopsis,palmata,5,J7,1,1,1979,10
eryngium,yuccifolium,5,J7,1,1,1979,9
fragaria,virginiana,6,J7,1,1,1979,0
monarda,fistulosa,8,J7,1,1,1979,4
dichanthelium,leibergii,5,J7,1,1,1979,10
pycnanthemum,virginianum,3,J7,1,1,1979,5
ratibida,pinnata,3,J7,1,1,1979,4
rosa,carolina,18,J7,1,1,1979,5
silphium,terebinthinaceum,8,J7,1,1,1979,5
maianthemum,stellatum,8,J7,1,1,1979,5
solidago,rigida,5,J7,1,1,1979,3
allium,canadense,1,K7,1,1,1979,3
allium,cernuum,3,K7,1,1,1979,7
symphyotrichum,laeve,8,K7,1,1,1979,9
comandra,umbellata,5,K7,1,1,1979,9
coreopsis,tripteris,3,K7,1,1,1979,5
eryngium,yuccifolium,3,K7,1,1,1979,9
fragaria,virginiana,3,K7,1,1,1979,0
dichanthelium,acuminatum,2,K7,1,1,1979,4
dichanthelium,leibergii,1,K7,1,1,1979,10
dalea,candida,2,K7,1,1,1979,10
ratibida,pinnata,5,K7,1,1,1979,4
rosa,carolina,5,K7,1,1,1979,5
silphium,integrifolium,4,K7,1,1,1979,5
silphium,laciniatum,3,K7,1,1,1979,5
solidago,rigida,5,K7,1,1,1979,3
zizia,aurea,4,K7,1,1,1979,5
allium,cernuum,2,L7,1,1,1979,7
ambrosia,trifida,15,L7,1,1,1979,0
bidens,frondosa,25,L7,1,1,1979,1
daucus,carota,8,L7,0,1,1979,0
equisetum,arvense,3,L7,1,1,1979,0
erigeron,strigosus,2,L7,1,1,1979,5
melilotus,officinalis,3,L7,0,1,1979,0
pycnanthemum,virginianum,15,L7,1,1,1979,5
rosa,carolina,10,L7,1,1,1979,5
silphium,laciniatum,3,L7,1,1,1979,5
spartina,pectinata,4,L7,1,1,1979,4
taraxacum,officinale,1,L7,0,1,1979,0
tradescantia,ohiensis,3,L7,1,1,1979,3
zizia,aurea,3,L7,1,1,1979,5
agrostis,gigantea,3,A8,0,1,1979,0
ambrosia,trifida,15,A8,1,1,1979,0
bidens,frondosa,2,A8,1,1,1979,1
chenopodium,album,6,A8,0,1,1979,0
cirsium,vulgare,3,A8,0,1,1979,0
schedonorus,arundinaceus,1,A8,0,1,1979,0
glechoma,hederacea,10,A8,0,1,1979,0
helianthus,grosseserratus,4,A8,1,1,1979,4
plantago,major,2,A8,0,1,1979,0
poa,pratensis,5,A8,0,1,1979,0
solanum,dulcamara,4,A8,0,1,1979,0
solidago,canadensis,25,A8,1,1,1979,1
tradescantia,ohiensis,2,A8,1,1,1979,3
verbena,hastata,4,A8,1,1,1979,4
allium,cernuum,1,B8,1,1,1979,7
