genus,species,native,n,fraction,year,plot
liatris,aspera,NA,1,0.004,2020,G16
liatris,aspera,NA,1,0.004,2020,G2
liatris,aspera,NA,1,0.004,2020,G3
liatris,aspera,NA,1,0.004,2020,G4
liatris,aspera,NA,1,0.004,2020,G5
liatris,aspera,NA,1,0.004,2020,G7
liatris,aspera,NA,1,0.004,2020,G8
liatris,aspera,NA,1,0.004,2020,H1
liatris,aspera,NA,1,0.004,2020,H10
liatris,aspera,NA,1,0.004,2020,H3
liatris,aspera,NA,1,0.004,2020,H5
liatris,aspera,NA,1,0.004,2020,H7
liatris,aspera,NA,1,0.004,2020,H9
liatris,aspera,NA,1,0.004,2020,I10
liatris,aspera,NA,1,0.004,2020,I4
liatris,aspera,NA,1,0.004,2020,I5
liatris,aspera,NA,1,0.004,2020,I6
liatris,aspera,NA,1,0.004,2020,I7
liatris,aspera,NA,1,0.004,2020,I8
liatris,aspera,NA,1,0.004,2020,I9
liatris,aspera,NA,1,0.004,2020,J10
liatris,aspera,NA,1,0.004,2020,J4
liatris,aspera,NA,1,0.004,2020,J5
liatris,aspera,NA,1,0.004,2020,J6
liatris,aspera,NA,1,0.004,2020,J8
liatris,spicata,NA,1,0.004,2020,C16
liatris,spicata,NA,1,0.004,2020,C2
liatris,spicata,NA,1,0.004,2020,E1
liatris,spicata,NA,1,0.004,2020,E5
liatris,spicata,NA,1,0.004,2020,E6
liatris,spicata,NA,1,0.004,2020,F5
liatris,spicata,NA,1,0.004,2020,H2
liatris,spicata,NA,1,0.004,2020,I2
liatris,spicata,NA,1,0.004,2020,J2
liatris,spicata,NA,1,0.004,2020,J5
liatris,spicata,NA,1,0.004,2020,J9
lithospermum,canescens,NA,1,0.004,2020,B2
lithospermum,canescens,NA,1,0.004,2020,C1
lithospermum,canescens,NA,1,0.004,2020,C2
lithospermum,canescens,NA,1,0.004,2020,C3
lithospermum,canescens,NA,1,0.004,2020,C7
lithospermum,canescens,NA,1,0.004,2020,D1
lithospermum,canescens,NA,1,0.004,2020,D14
lithospermum,canescens,NA,1,0.004,2020,D2
lithospermum,canescens,NA,1,0.004,2020,D6
lithospermum,canescens,NA,1,0.004,2020,D7
lithospermum,canescens,NA,1,0.004,2020,E11
lithospermum,canescens,NA,1,0.004,2020,E13
lithospermum,canescens,NA,1,0.004,2020,E14
lithospermum,canescens,NA,1,0.004,2020,E15
lithospermum,canescens,NA,1,0.004,2020,F17
lithospermum,canescens,NA,1,0.004,2020,F2
lithospermum,canescens,NA,1,0.004,2020,F3
lithospermum,canescens,NA,1,0.004,2020,G1
lithospermum,canescens,NA,1,0.004,2020,G15
lithospermum,canescens,NA,1,0.004,2020,G16
lithospermum,canescens,NA,1,0.004,2020,G2
lithospermum,canescens,NA,1,0.004,2020,G3
lithospermum,canescens,NA,1,0.004,2020,G4
lithospermum,canescens,NA,1,0.004,2020,H2
lithospermum,canescens,NA,1,0.004,2020,H3
lithospermum,canescens,NA,1,0.004,2020,H7
lithospermum,canescens,NA,1,0.004,2020,H8
lithospermum,canescens,NA,1,0.004,2020,I10
lithospermum,canescens,NA,1,0.004,2020,I6
lithospermum,canescens,NA,1,0.004,2020,J10
lithospermum,canescens,NA,1,0.004,2020,J4
lithospermum,canescens,NA,1,0.004,2020,J6
lithospermum,canescens,NA,1,0.004,2020,K10
ludwigia,polycarpa,NA,1,0.004,2020,D21
ludwigia,polycarpa,NA,1,0.004,2020,E18
ludwigia,polycarpa,NA,1,0.004,2020,E20
ludwigia,polycarpa,NA,1,0.004,2020,E21
ludwigia,polycarpa,NA,1,0.004,2020,E22
ludwigia,polycarpa,NA,1,0.004,2020,F20
ludwigia,polycarpa,NA,1,0.004,2020,F21
ludwigia,polycarpa,NA,1,0.004,2020,G21
lycopus,americanus,NA,1,0.004,2020,B10
lycopus,americanus,NA,1,0.004,2020,C10
lycopus,americanus,NA,1,0.004,2020,C21
lycopus,americanus,NA,1,0.004,2020,C9
lycopus,americanus,NA,1,0.004,2020,D8
lycopus,americanus,NA,1,0.004,2020,E17
lycopus,americanus,NA,1,0.004,2020,E5
lycopus,americanus,NA,1,0.004,2020,E8
lycopus,americanus,NA,1,0.004,2020,E9
lycopus,americanus,NA,1,0.004,2020,F10
lycopus,americanus,NA,1,0.004,2020,F18
lycopus,americanus,NA,1,0.004,2020,F19
lycopus,americanus,NA,1,0.004,2020,F5
lycopus,americanus,NA,1,0.004,2020,F7
lycopus,americanus,NA,1,0.004,2020,F8
lycopus,americanus,NA,1,0.004,2020,F9
lycopus,americanus,NA,1,0.004,2020,G10
lycopus,americanus,NA,1,0.004,2020,G19
lycopus,americanus,NA,1,0.004,2020,G20
lycopus,americanus,NA,1,0.004,2020,H20
lycopus,americanus,NA,1,0.004,2020,I2
lycopus,americanus,NA,1,0.004,2020,J2
lycopus,americanus,NA,1,0.004,2020,K1
lycopus,americanus,NA,1,0.004,2020,K2
lycopus,americanus,NA,1,0.004,2020,K3
lysimachia,quadriflora,NA,1,0.004,2020,D10
lysimachia,quadriflora,NA,1,0.004,2020,E6
lythrum,alatum,NA,1,0.004,2020,B10
lythrum,alatum,NA,1,0.004,2020,D10
lythrum,alatum,NA,1,0.004,2020,D8
lythrum,alatum,NA,1,0.004,2020,E10
lythrum,alatum,NA,1,0.004,2020,E17
lythrum,alatum,NA,1,0.004,2020,E5
lythrum,alatum,NA,1,0.004,2020,F11
lythrum,alatum,NA,1,0.004,2020,F12
lythrum,alatum,NA,1,0.004,2020,F9
lythrum,alatum,NA,1,0.004,2020,G11
lythrum,salicaria,NA,1,0.004,2020,J1
maianthemum,stellatum,NA,1,0.004,2020,B20
maianthemum,stellatum,NA,1,0.004,2020,C14
maianthemum,stellatum,NA,1,0.004,2020,C23
maianthemum,stellatum,NA,1,0.004,2020,D12
maianthemum,stellatum,NA,1,0.004,2020,E10
maianthemum,stellatum,NA,1,0.004,2020,E4
maianthemum,stellatum,NA,1,0.004,2020,F17
maianthemum,stellatum,NA,1,0.004,2020,H12
maianthemum,stellatum,NA,1,0.004,2020,H14
maianthemum,stellatum,NA,1,0.004,2020,H16
maianthemum,stellatum,NA,1,0.004,2020,K10
monarda,fistulosa,NA,1,0.004,2020,B15
monarda,fistulosa,NA,1,0.004,2020,B16
monarda,fistulosa,NA,1,0.004,2020,B17
monarda,fistulosa,NA,1,0.004,2020,B18
monarda,fistulosa,NA,1,0.004,2020,B5
monarda,fistulosa,NA,1,0.004,2020,E14
monarda,fistulosa,NA,1,0.004,2020,E15
monarda,fistulosa,NA,1,0.004,2020,G14
monarda,fistulosa,NA,1,0.004,2020,G4
monarda,fistulosa,NA,1,0.004,2020,H11
monarda,fistulosa,NA,1,0.004,2020,H3
monarda,fistulosa,NA,1,0.004,2020,H4
monarda,fistulosa,NA,1,0.004,2020,H5
monarda,fistulosa,NA,1,0.004,2020,H6
monarda,fistulosa,NA,1,0.004,2020,H7
monarda,fistulosa,NA,1,0.004,2020,H8
monarda,fistulosa,NA,1,0.004,2020,I10
monarda,fistulosa,NA,1,0.004,2020,I11
monarda,fistulosa,NA,1,0.004,2020,I3
monarda,fistulosa,NA,1,0.004,2020,I4
monarda,fistulosa,NA,1,0.004,2020,I5
monarda,fistulosa,NA,1,0.004,2020,I6
monarda,fistulosa,NA,1,0.004,2020,I7
monarda,fistulosa,NA,1,0.004,2020,J10
monarda,fistulosa,NA,1,0.004,2020,J11
monarda,fistulosa,NA,1,0.004,2020,J2
monarda,fistulosa,NA,1,0.004,2020,J4
monarda,fistulosa,NA,1,0.004,2020,J5
monarda,fistulosa,NA,1,0.004,2020,J6
monarda,fistulosa,NA,1,0.004,2020,J7
monarda,fistulosa,NA,1,0.004,2020,J9
monarda,fistulosa,NA,1,0.004,2020,K10
monarda,fistulosa,NA,1,0.004,2020,K11
monarda,fistulosa,NA,1,0.004,2020,K5
monarda,fistulosa,NA,1,0.004,2020,K6
monarda,fistulosa,NA,1,0.004,2020,K7
monarda,fistulosa,NA,1,0.004,2020,K8
monarda,fistulosa,NA,1,0.004,2020,K9
nepeta,cataria,NA,1,0.004,2020,A3
oenothera,biennis,NA,1,0.004,2020,A15
oenothera,biennis,NA,1,0.004,2020,B18
oenothera,biennis,NA,1,0.004,2020,B9
oenothera,biennis,NA,1,0.004,2020,C14
oenothera,biennis,NA,1,0.004,2020,D9
oxalis,stricta,NA,1,0.004,2020,C14
oxalis,stricta,NA,1,0.004,2020,L8
packera,paupercula,NA,1,0.004,2020,B8
packera,paupercula,NA,1,0.004,2020,C16
packera,paupercula,NA,1,0.004,2020,D10
packera,paupercula,NA,1,0.004,2020,D3
packera,paupercula,NA,1,0.004,2020,D4
packera,paupercula,NA,1,0.004,2020,D8
packera,paupercula,NA,1,0.004,2020,E10
packera,paupercula,NA,1,0.004,2020,E6
packera,paupercula,NA,1,0.004,2020,E7
packera,paupercula,NA,1,0.004,2020,F1
packera,paupercula,NA,1,0.004,2020,F10
packera,paupercula,NA,1,0.004,2020,F11
packera,paupercula,NA,1,0.004,2020,F7
packera,paupercula,NA,1,0.004,2020,F8
packera,paupercula,NA,1,0.004,2020,G10
packera,paupercula,NA,1,0.004,2020,G15
packera,paupercula,NA,1,0.004,2020,G2
packera,paupercula,NA,1,0.004,2020,K4
panicum,virgatum,NA,1,0.004,2020,D3
panicum,virgatum,NA,1,0.004,2020,G2
panicum,virgatum,NA,1,0.004,2020,H13
panicum,virgatum,NA,1,0.004,2020,I2
panicum,virgatum,NA,1,0.004,2020,J2
panicum,virgatum,NA,1,0.004,2020,K1
panicum,virgatum,NA,1,0.004,2020,K2
parthenium,integrifolium,NA,1,0.004,2020,C12
parthenium,integrifolium,NA,1,0.004,2020,C5
parthenium,integrifolium,NA,1,0.004,2020,C6
parthenium,integrifolium,NA,1,0.004,2020,D11
parthenium,integrifolium,NA,1,0.004,2020,D12
parthenium,integrifolium,NA,1,0.004,2020,D14
parthenium,integrifolium,NA,1,0.004,2020,D15
parthenium,integrifolium,NA,1,0.004,2020,D2
parthenium,integrifolium,NA,1,0.004,2020,D3
parthenium,integrifolium,NA,1,0.004,2020,E14
parthenium,integrifolium,NA,1,0.004,2020,F14
parthenium,integrifolium,NA,1,0.004,2020,F15
parthenium,integrifolium,NA,1,0.004,2020,F4
parthenium,integrifolium,NA,1,0.004,2020,F5
parthenium,integrifolium,NA,1,0.004,2020,G2
parthenium,integrifolium,NA,1,0.004,2020,G5
parthenium,integrifolium,NA,1,0.004,2020,G6
parthenium,integrifolium,NA,1,0.004,2020,G8
parthenium,integrifolium,NA,1,0.004,2020,G9
parthenium,integrifolium,NA,1,0.004,2020,I10
parthenium,integrifolium,NA,1,0.004,2020,I7
parthenium,integrifolium,NA,1,0.004,2020,I8
pedicularis,canadensis,NA,1,0.004,2020,C6
pedicularis,canadensis,NA,1,0.004,2020,C7
pedicularis,canadensis,NA,1,0.004,2020,F17
pedicularis,canadensis,NA,1,0.004,2020,G4
pedicularis,canadensis,NA,1,0.004,2020,J10
penthorum,sedoides,NA,1,0.004,2020,E21
penthorum,sedoides,NA,1,0.004,2020,F20
persicaria,amphibia,NA,1,0.004,2020,C20
persicaria,amphibia,NA,1,0.004,2020,D18
persicaria,amphibia,NA,1,0.004,2020,D19
persicaria,amphibia,NA,1,0.004,2020,D20
persicaria,amphibia,NA,1,0.004,2020,D21
persicaria,amphibia,NA,1,0.004,2020,E18
persicaria,amphibia,NA,1,0.004,2020,E19
persicaria,amphibia,NA,1,0.004,2020,E20
persicaria,amphibia,NA,1,0.004,2020,F19
persicaria,amphibia,NA,1,0.004,2020,F20
persicaria,amphibia,NA,1,0.004,2020,F21
persicaria,amphibia,NA,1,0.004,2020,G19
persicaria,amphibia,NA,1,0.004,2020,G20
persicaria,longiseta,NA,1,0.004,2020,A17
phalaris,arundinacea,NA,1,0.004,2020,A13
phalaris,arundinacea,NA,1,0.004,2020,A14
phalaris,arundinacea,NA,1,0.004,2020,A17
phalaris,arundinacea,NA,1,0.004,2020,A18
phalaris,arundinacea,NA,1,0.004,2020,A4
phalaris,arundinacea,NA,1,0.004,2020,A8
phlox,pilosa,NA,1,0.004,2020,H9
physalis,longifolia,NA,1,0.004,2020,A4
physalis,longifolia,NA,1,0.004,2020,E1
physalis,longifolia,NA,1,0.004,2020,E13
physalis,longifolia,NA,1,0.004,2020,F16
physalis,longifolia,NA,1,0.004,2020,H16
physalis,longifolia,NA,1,0.004,2020,J6
physostegia,virginiana,NA,1,0.004,2020,I1
physostegia,virginiana,NA,1,0.004,2020,I2
physostegia,virginiana,NA,1,0.004,2020,J2
physostegia,virginiana,NA,1,0.004,2020,K4
plantago,rugelii,NA,1,0.004,2020,A3
poa,pratensis,NA,1,0.004,2020,A12
poa,pratensis,NA,1,0.004,2020,A19
poa,pratensis,NA,1,0.004,2020,A21
poa,pratensis,NA,1,0.004,2020,A23
poa,pratensis,NA,1,0.004,2020,A7
poa,pratensis,NA,1,0.004,2020,B1
poa,pratensis,NA,1,0.004,2020,B23
poa,pratensis,NA,1,0.004,2020,D12
poa,pratensis,NA,1,0.004,2020,E4
poa,pratensis,NA,1,0.004,2020,F2
poa,pratensis,NA,1,0.004,2020,G1
poa,pratensis,NA,1,0.004,2020,G16
poa,pratensis,NA,1,0.004,2020,H11
poa,pratensis,NA,1,0.004,2020,H13
poa,pratensis,NA,1,0.004,2020,H14
poa,pratensis,NA,1,0.004,2020,H6
poa,pratensis,NA,1,0.004,2020,H8
poa,pratensis,NA,1,0.004,2020,H9
poa,pratensis,NA,1,0.004,2020,I11
poa,pratensis,NA,1,0.004,2020,I12
poa,pratensis,NA,1,0.004,2020,I13
poa,pratensis,NA,1,0.004,2020,I14
poa,pratensis,NA,1,0.004,2020,I15
poa,pratensis,NA,1,0.004,2020,J1
poa,pratensis,NA,1,0.004,2020,L7
potentilla,indica,NA,1,0.004,2020,L2
potentilla,simplex,NA,1,0.004,2020,A10
potentilla,simplex,NA,1,0.004,2020,A13
potentilla,simplex,NA,1,0.004,2020,A4
potentilla,simplex,NA,1,0.004,2020,A9
potentilla,simplex,NA,1,0.004,2020,C16
potentilla,simplex,NA,1,0.004,2020,F2
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,A12
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,A17
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,A18
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,A3
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,C2
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,D2
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,G12
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,G4
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,H14
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,J1
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,J12
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,K1
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,K11
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,K12
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,L10
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,L11
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,L12
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,L3
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,L6
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,L7
prunella,vulgaris ssp. lanceolata,NA,1,0.004,2020,L8
pycnanthemum,virginianum,NA,1,0.004,2020,A9
pycnanthemum,virginianum,NA,1,0.004,2020,B10
pycnanthemum,virginianum,NA,1,0.004,2020,B11
pycnanthemum,virginianum,NA,1,0.004,2020,B14
pycnanthemum,virginianum,NA,1,0.004,2020,B16
pycnanthemum,virginianum,NA,1,0.004,2020,B18
pycnanthemum,virginianum,NA,1,0.004,2020,B20
pycnanthemum,virginianum,NA,1,0.004,2020,B3
pycnanthemum,virginianum,NA,1,0.004,2020,B4
pycnanthemum,virginianum,NA,1,0.004,2020,B6
pycnanthemum,virginianum,NA,1,0.004,2020,B8
pycnanthemum,virginianum,NA,1,0.004,2020,C10
pycnanthemum,virginianum,NA,1,0.004,2020,C11
pycnanthemum,virginianum,NA,1,0.004,2020,C12
pycnanthemum,virginianum,NA,1,0.004,2020,C13
pycnanthemum,virginianum,NA,1,0.004,2020,C14
pycnanthemum,virginianum,NA,1,0.004,2020,C16
pycnanthemum,virginianum,NA,1,0.004,2020,C21
pycnanthemum,virginianum,NA,1,0.004,2020,C22
pycnanthemum,virginianum,NA,1,0.004,2020,C7
pycnanthemum,virginianum,NA,1,0.004,2020,C8
pycnanthemum,virginianum,NA,1,0.004,2020,D10
pycnanthemum,virginianum,NA,1,0.004,2020,D16
pycnanthemum,virginianum,NA,1,0.004,2020,D3
pycnanthemum,virginianum,NA,1,0.004,2020,D4
pycnanthemum,virginianum,NA,1,0.004,2020,D5
pycnanthemum,virginianum,NA,1,0.004,2020,D8
pycnanthemum,virginianum,NA,1,0.004,2020,E10
pycnanthemum,virginianum,NA,1,0.004,2020,E16
pycnanthemum,virginianum,NA,1,0.004,2020,E4
pycnanthemum,virginianum,NA,1,0.004,2020,E5
pycnanthemum,virginianum,NA,1,0.004,2020,E6
pycnanthemum,virginianum,NA,1,0.004,2020,E7
pycnanthemum,virginianum,NA,1,0.004,2020,F10
pycnanthemum,virginianum,NA,1,0.004,2020,F11
pycnanthemum,virginianum,NA,1,0.004,2020,F13
pycnanthemum,virginianum,NA,1,0.004,2020,F14
pycnanthemum,virginianum,NA,1,0.004,2020,F18
pycnanthemum,virginianum,NA,1,0.004,2020,F5
pycnanthemum,virginianum,NA,1,0.004,2020,F6
pycnanthemum,virginianum,NA,1,0.004,2020,F7
pycnanthemum,virginianum,NA,1,0.004,2020,F8
pycnanthemum,virginianum,NA,1,0.004,2020,G10
pycnanthemum,virginianum,NA,1,0.004,2020,G12
pycnanthemum,virginianum,NA,1,0.004,2020,G6
pycnanthemum,virginianum,NA,1,0.004,2020,G9
pycnanthemum,virginianum,NA,1,0.004,2020,I1
pycnanthemum,virginianum,NA,1,0.004,2020,I11
pycnanthemum,virginianum,NA,1,0.004,2020,I12
pycnanthemum,virginianum,NA,1,0.004,2020,J2
pycnanthemum,virginianum,NA,1,0.004,2020,J3
pycnanthemum,virginianum,NA,1,0.004,2020,K10
pycnanthemum,virginianum,NA,1,0.004,2020,K4
pycnanthemum,virginianum,NA,1,0.004,2020,K5
pycnanthemum,virginianum,NA,1,0.004,2020,K6
pycnanthemum,virginianum,NA,1,0.004,2020,K8
ratibida,pinnata,NA,1,0.004,2020,B1
ratibida,pinnata,NA,1,0.004,2020,B2
ratibida,pinnata,NA,1,0.004,2020,C1
ratibida,pinnata,NA,1,0.004,2020,C2
ratibida,pinnata,NA,1,0.004,2020,C3
ratibida,pinnata,NA,1,0.004,2020,C7
ratibida,pinnata,NA,1,0.004,2020,D1
ratibida,pinnata,NA,1,0.004,2020,D16
ratibida,pinnata,NA,1,0.004,2020,D2
ratibida,pinnata,NA,1,0.004,2020,E1
ratibida,pinnata,NA,1,0.004,2020,E2
ratibida,pinnata,NA,1,0.004,2020,F1
ratibida,pinnata,NA,1,0.004,2020,F15
ratibida,pinnata,NA,1,0.004,2020,F16
ratibida,pinnata,NA,1,0.004,2020,F17
ratibida,pinnata,NA,1,0.004,2020,F2
ratibida,pinnata,NA,1,0.004,2020,F3
ratibida,pinnata,NA,1,0.004,2020,G1
ratibida,pinnata,NA,1,0.004,2020,G14
ratibida,pinnata,NA,1,0.004,2020,G15
ratibida,pinnata,NA,1,0.004,2020,G16
ratibida,pinnata,NA,1,0.004,2020,G2
ratibida,pinnata,NA,1,0.004,2020,G3
ratibida,pinnata,NA,1,0.004,2020,G4
ratibida,pinnata,NA,1,0.004,2020,G5
ratibida,pinnata,NA,1,0.004,2020,G6
ratibida,pinnata,NA,1,0.004,2020,G8
ratibida,pinnata,NA,1,0.004,2020,G9
ratibida,pinnata,NA,1,0.004,2020,H1
ratibida,pinnata,NA,1,0.004,2020,H10
ratibida,pinnata,NA,1,0.004,2020,H11
ratibida,pinnata,NA,1,0.004,2020,H12
ratibida,pinnata,NA,1,0.004,2020,H13
ratibida,pinnata,NA,1,0.004,2020,H14
ratibida,pinnata,NA,1,0.004,2020,H15
ratibida,pinnata,NA,1,0.004,2020,H19
ratibida,pinnata,NA,1,0.004,2020,H3
ratibida,pinnata,NA,1,0.004,2020,H5
ratibida,pinnata,NA,1,0.004,2020,H7
ratibida,pinnata,NA,1,0.004,2020,I1
ratibida,pinnata,NA,1,0.004,2020,I10
ratibida,pinnata,NA,1,0.004,2020,I11
ratibida,pinnata,NA,1,0.004,2020,I12
ratibida,pinnata,NA,1,0.004,2020,I2
ratibida,pinnata,NA,1,0.004,2020,I3
ratibida,pinnata,NA,1,0.004,2020,I7
ratibida,pinnata,NA,1,0.004,2020,I9
ratibida,pinnata,NA,1,0.004,2020,J4
ratibida,pinnata,NA,1,0.004,2020,J7
ratibida,pinnata,NA,1,0.004,2020,J9
ratibida,pinnata,NA,1,0.004,2020,K1
rhamnus,cathartica,NA,1,0.004,2020,A1
rhamnus,cathartica,NA,1,0.004,2020,A15
rhamnus,cathartica,NA,1,0.004,2020,A16
rhamnus,cathartica,NA,1,0.004,2020,A19
rhamnus,cathartica,NA,1,0.004,2020,A2
rhamnus,cathartica,NA,1,0.004,2020,A3
rhamnus,cathartica,NA,1,0.004,2020,A5
rhamnus,cathartica,NA,1,0.004,2020,A6
rhamnus,cathartica,NA,1,0.004,2020,A7
rhamnus,cathartica,NA,1,0.004,2020,G16
rhamnus,cathartica,NA,1,0.004,2020,L10
rhamnus,cathartica,NA,1,0.004,2020,L13
rosa,blanda,NA,1,0.004,2020,C6
rosa,blanda,NA,1,0.004,2020,I5
rosa,blanda,NA,1,0.004,2020,I6
rosa,blanda,NA,1,0.004,2020,I7
rosa,blanda,NA,1,0.004,2020,I8
rosa,blanda,NA,1,0.004,2020,J4
rosa,carolina,NA,1,0.004,2020,A1
rosa,carolina,NA,1,0.004,2020,A24
rosa,carolina,NA,1,0.004,2020,B10
rosa,carolina,NA,1,0.004,2020,B11
rosa,carolina,NA,1,0.004,2020,B12
rosa,carolina,NA,1,0.004,2020,B13
rosa,carolina,NA,1,0.004,2020,B14
rosa,carolina,NA,1,0.004,2020,B15
rosa,carolina,NA,1,0.004,2020,B16
rosa,carolina,NA,1,0.004,2020,B17
rosa,carolina,NA,1,0.004,2020,B18
rosa,carolina,NA,1,0.004,2020,B19
rosa,carolina,NA,1,0.004,2020,B2
rosa,carolina,NA,1,0.004,2020,B20
rosa,carolina,NA,1,0.004,2020,B22
rosa,carolina,NA,1,0.004,2020,B23
rosa,carolina,NA,1,0.004,2020,B3
rosa,carolina,NA,1,0.004,2020,B4
rosa,carolina,NA,1,0.004,2020,B5
rosa,carolina,NA,1,0.004,2020,B6
rosa,carolina,NA,1,0.004,2020,B7
rosa,carolina,NA,1,0.004,2020,C11
rosa,carolina,NA,1,0.004,2020,C12
rosa,carolina,NA,1,0.004,2020,C13
rosa,carolina,NA,1,0.004,2020,C15
rosa,carolina,NA,1,0.004,2020,C2
rosa,carolina,NA,1,0.004,2020,C21
rosa,carolina,NA,1,0.004,2020,C22
rosa,carolina,NA,1,0.004,2020,C23
rosa,carolina,NA,1,0.004,2020,C3
rosa,carolina,NA,1,0.004,2020,C4
rosa,carolina,NA,1,0.004,2020,C5
rosa,carolina,NA,1,0.004,2020,C7
rosa,carolina,NA,1,0.004,2020,D1
rosa,carolina,NA,1,0.004,2020,D10
rosa,carolina,NA,1,0.004,2020,D11
rosa,carolina,NA,1,0.004,2020,D12
rosa,carolina,NA,1,0.004,2020,D13
rosa,carolina,NA,1,0.004,2020,D14
rosa,carolina,NA,1,0.004,2020,D15
rosa,carolina,NA,1,0.004,2020,D16
rosa,carolina,NA,1,0.004,2020,D2
rosa,carolina,NA,1,0.004,2020,D3
rosa,carolina,NA,1,0.004,2020,D4
rosa,carolina,NA,1,0.004,2020,D6
rosa,carolina,NA,1,0.004,2020,D7
rosa,carolina,NA,1,0.004,2020,E1
rosa,carolina,NA,1,0.004,2020,E10
rosa,carolina,NA,1,0.004,2020,E11
rosa,carolina,NA,1,0.004,2020,E12
rosa,carolina,NA,1,0.004,2020,E13
rosa,carolina,NA,1,0.004,2020,E14
rosa,carolina,NA,1,0.004,2020,E15
rosa,carolina,NA,1,0.004,2020,E16
rosa,carolina,NA,1,0.004,2020,E17
rosa,carolina,NA,1,0.004,2020,E2
rosa,carolina,NA,1,0.004,2020,E3
rosa,carolina,NA,1,0.004,2020,E4
rosa,carolina,NA,1,0.004,2020,E5
rosa,carolina,NA,1,0.004,2020,E6
rosa,carolina,NA,1,0.004,2020,E7
rosa,carolina,NA,1,0.004,2020,F1
rosa,carolina,NA,1,0.004,2020,F10
rosa,carolina,NA,1,0.004,2020,F11
rosa,carolina,NA,1,0.004,2020,F12
rosa,carolina,NA,1,0.004,2020,F13
rosa,carolina,NA,1,0.004,2020,F16
rosa,carolina,NA,1,0.004,2020,F17
rosa,carolina,NA,1,0.004,2020,F2
rosa,carolina,NA,1,0.004,2020,F3
rosa,carolina,NA,1,0.004,2020,F5
rosa,carolina,NA,1,0.004,2020,F6
rosa,carolina,NA,1,0.004,2020,F7
rosa,carolina,NA,1,0.004,2020,F8
rosa,carolina,NA,1,0.004,2020,F9
rosa,carolina,NA,1,0.004,2020,G1
rosa,carolina,NA,1,0.004,2020,G10
rosa,carolina,NA,1,0.004,2020,G14
rosa,carolina,NA,1,0.004,2020,G15
rosa,carolina,NA,1,0.004,2020,G2
rosa,carolina,NA,1,0.004,2020,G3
rosa,carolina,NA,1,0.004,2020,G5
rosa,carolina,NA,1,0.004,2020,G6
rosa,carolina,NA,1,0.004,2020,G7
rosa,carolina,NA,1,0.004,2020,G8
rosa,carolina,NA,1,0.004,2020,G9
rosa,carolina,NA,1,0.004,2020,H1
rosa,carolina,NA,1,0.004,2020,H11
rosa,carolina,NA,1,0.004,2020,H12
rosa,carolina,NA,1,0.004,2020,H13
rosa,carolina,NA,1,0.004,2020,H14
rosa,carolina,NA,1,0.004,2020,H15
rosa,carolina,NA,1,0.004,2020,H2
rosa,carolina,NA,1,0.004,2020,H20
rosa,carolina,NA,1,0.004,2020,H3
rosa,carolina,NA,1,0.004,2020,H4
rosa,carolina,NA,1,0.004,2020,H5
rosa,carolina,NA,1,0.004,2020,H6
rosa,carolina,NA,1,0.004,2020,H7
rosa,carolina,NA,1,0.004,2020,H8
rosa,carolina,NA,1,0.004,2020,I1
rosa,carolina,NA,1,0.004,2020,I10
rosa,carolina,NA,1,0.004,2020,I11
rosa,carolina,NA,1,0.004,2020,I12
rosa,carolina,NA,1,0.004,2020,I13
rosa,carolina,NA,1,0.004,2020,I14
rosa,carolina,NA,1,0.004,2020,I15
rosa,carolina,NA,1,0.004,2020,I19
rosa,carolina,NA,1,0.004,2020,I3
rosa,carolina,NA,1,0.004,2020,I4
rosa,carolina,NA,1,0.004,2020,I6
rosa,carolina,NA,1,0.004,2020,I7
rosa,carolina,NA,1,0.004,2020,I8
rosa,carolina,NA,1,0.004,2020,J11
rosa,carolina,NA,1,0.004,2020,J12
rosa,carolina,NA,1,0.004,2020,J2
rosa,carolina,NA,1,0.004,2020,J3
rosa,carolina,NA,1,0.004,2020,J4
rosa,carolina,NA,1,0.004,2020,J5
rosa,carolina,NA,1,0.004,2020,J6
rosa,carolina,NA,1,0.004,2020,J7
rosa,carolina,NA,1,0.004,2020,J8
rosa,carolina,NA,1,0.004,2020,K1
rosa,carolina,NA,1,0.004,2020,K10
rosa,carolina,NA,1,0.004,2020,K3
