"chamber","ecosystem_name","ecosystem_block","rep","gas","estimate","p.value","average_temp_kelvin","total_vol_m3","flux","units","date","plot","soil_moist_percent","osoil_moist_percent","plant_biomass_g","plant_cover_percent","soil_temp_c","term","std.error","statistic","season"
"503","SW 1-3","SW",1,3,"N2O",0.00100175141998235,0.0564193769236627,303.365,0.006955088,0.0929953222693384,"nmol_m2_s1",2023-06-15,"SW_1",40.1,NA,NA,10,24.2,"min_elapsed",0.00033087612645493,3.02757237494077,"Summer"
"504","SW 1-4","SW",1,4,"N2O",0.000440716143598162,0.0114330920689432,304.35,0.01012201,0.0593494087146385,"nmol_m2_s1",2023-06-15,"SW_1",45.7,NA,NA,30,23.9,"min_elapsed",7.91551827081133e-05,5.56774842177188,"Summer"
"505","SW 2-1","SW",2,1,"N2O",0.000436180748017716,0.570124422940813,301.2,0.007588473,0.0444969147903314,"nmol_m2_s1",2023-06-15,"SW_2",11.9,NA,NA,40,18.8,"min_elapsed",0.000686096413172819,0.63574264439107,"Summer"
"506","SW 2-2","SW",2,2,"N2O",0.000310393164379339,0.41855403695254,301,0.007145104,0.0298344604957805,"nmol_m2_s1",2023-06-15,"SW_2",14.1,NA,NA,5,19.1,"min_elapsed",0.000331803837163367,0.935471895180384,"Summer"
"507","SW 2-3","SW",2,3,"N2O",0.00107897339632604,0.0094092101254451,301.9,0.007081765,0.102483303479819,"nmol_m2_s1",2023-06-15,"SW_2",19.5,NA,NA,10,18.2,"min_elapsed",0.000180765280127359,5.96891944938682,"Summer"
"508","SW 2-4","SW",2,4,"N2O",0.000574864584082928,0.449466473099684,302.4,0.008538549,0.0657251859275013,"nmol_m2_s1",2023-06-15,"SW_2",25.3,NA,NA,60,18.2,"min_elapsed",0.000662627290946377,0.867553437562004,"Summer"
"509","UP 1-1","UP",1,1,"N2O",0.00216343838380787,0.000101114555172065,300.55,0.009171934,0.267333079231143,"nmol_m2_s1",2023-06-15,"UP_1",17.3,NA,NA,40,18.8,"min_elapsed",7.75521725729118e-05,27.8965541780778,"Summer"
"510","UP 1-2","UP",1,2,"N2O",0.000458850936158202,0.542270153182569,302.7,0.009551964,0.0586294553246987,"nmol_m2_s1",2023-06-15,"UP_1",21.9,NA,NA,45,18.3,"min_elapsed",0.000669404703617239,0.685461177190309,"Summer"
"511","UP 1-3","UP",1,3,"N2O",0.00176541666854985,0.0193391730391137,301.45,0.007968503,0.188961207908382,"nmol_m2_s1",2023-06-15,"UP_1",25.5,NA,NA,30,18,"min_elapsed",0.000383982898894443,4.59764399308618,"Summer"
"512","UP 1-4","UP",1,4,"N2O",0.00134029610419297,0.00366897906858063,301.4,0.007905165,0.142341791600013,"nmol_m2_s1",2023-06-15,"UP_1",23.5,NA,NA,35,17.9,"min_elapsed",0.000161552080419111,8.29637167603087,"Summer"
"513","UP 2-1","UP",2,1,"N2O",0.000843975038113065,0.200385929660297,303.3,0.00891858,0.100488620726873,"nmol_m2_s1",2023-06-15,"UP_2",13.3,NA,NA,10,18.8,"min_elapsed",0.000515920378098711,1.63586296246586,"Summer"
"514","UP 2-2","UP",2,2,"N2O",0.000319941598292957,0.19276186958149,302.65,0.006765073,0.0289578624247272,"nmol_m2_s1",2023-06-15,"UP_2",22.1,NA,NA,15,18.6,"min_elapsed",0.000191145943998028,1.67380793754252,"Summer"
"515","UP 2-3","UP",2,3,"N2O",0.00108128862056179,0.0439143787038188,302.25,0.008981918,0.130109314961972,"nmol_m2_s1",2023-06-15,"UP_2",15.8,NA,NA,5,18.1,"min_elapsed",0.000322346786291551,3.35442655719175,"Summer"
"516","UP 2-4","UP",2,4,"N2O",0.000677409520945179,0.107189672850963,301.75,0.008475211,0.077040398088791,"nmol_m2_s1",2023-06-15,"UP_2",15.3,NA,NA,25,18.5,"min_elapsed",0.000297446137116995,2.27741912371426,"Summer"
"517","SW 1-1","SW",1,1,"CO2",40.9001940932855,9.50328459100581e-05,304.15,0.006385043,3.47668509689586,"umol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"518","SW 1-2","SW",1,2,"CO2",33.0327667590618,0.00105768965388423,304.05,0.007651811,3.36610887526247,"umol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"519","SW 1-3","SW",1,3,"CO2",30.1137613372634,0.00359267734434561,304.75,0.006955088,2.78283784306141,"umol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"520","SW 1-4","SW",1,4,"CO2",23.2656818687234,0.000196485184640187,306,0.01012201,3.11619841465709,"umol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"521","SW 2-1","SW",2,1,"CO2",64.5874027004759,9.34355802759244e-05,304,0.007588473,6.52818737647102,"umol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"522","SW 2-2","SW",2,2,"CO2",39.1273088857253,0.000196262721971057,303.45,0.007145104,3.73048564319102,"umol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"523","SW 2-3","SW",2,3,"CO2",26.1818356945052,0.00715127254743118,303.85,0.007081765,2.47084979417206,"umol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"524","SW 2-4","SW",2,4,"CO2",57.5634048259368,0.000231671777200466,304.3,0.008538549,6.54022332654156,"umol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"525","UP 1-1","UP",1,1,"CO2",58.8553527140322,2.58086341188936e-06,304.1,0.009171934,7.18777458755205,"umol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"526","UP 1-2","UP",1,2,"CO2",50.3550793089628,8.73413326475611e-05,303.15,0.009551964,6.42454492194909,"umol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"527","UP 1-3","UP",1,3,"CO2",71.4067823046559,4.62847308674651e-05,303.8,0.007968503,7.58389682347869,"umol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"528","UP 1-4","UP",1,4,"CO2",50.0266553771784,0.0020252397132043,303.15,0.007905165,5.28224835208263,"umol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"529","UP 2-1","UP",2,1,"CO2",43.1912342589153,0.000190262089580899,291.3,0.00891858,5.3544494638521,"umol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"530","UP 2-2","UP",2,2,"CO2",48.5771196232939,0.00018499951121944,291.55,0.006765073,4.56410033044262,"umol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"531","UP 2-3","UP",2,3,"CO2",35.4263331240587,3.8194294241176e-05,291.5,0.008981918,4.41998413295817,"umol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"532","UP 2-4","UP",2,4,"CO2",48.0533277067058,3.19576540252821e-05,291.4,0.008475211,5.65911372168007,"umol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"533","SW 1-1","SW",1,1,"CH4",-0.0179523755337581,0.0856774119619744,304.15,0.006385043,-1.52602592373372,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"534","SW 1-2","SW",1,2,"CH4",0.000553413550253794,0.707405353693468,304.05,0.007651811,0.0563940125508493,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"535","SW 1-3","SW",1,3,"CH4",-0.0118867499450955,0.182934639293773,304.75,0.006955088,-1.09846449295217,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"536","SW 1-4","SW",1,4,"CH4",-0.00431481761222328,0.577323703617775,306,0.01012201,-0.577925370019789,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"537","SW 2-1","SW",2,1,"CH4",0.000323625892661475,0.979649890145192,304,0.007588473,0.0327105655102654,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"538","SW 2-2","SW",2,2,"CH4",-0.020262077170166,0.0724487303628682,303.45,0.007145104,-1.93183201546757,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"539","SW 2-3","SW",2,3,"CH4",-0.00137973068363519,0.906889135601373,303.85,0.007081765,-0.130208871350773,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"540","SW 2-4","SW",2,4,"CH4",0.00440382631325857,0.63928760273314,304.3,0.008538549,0.500352744371259,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"541","UP 1-1","UP",1,1,"CH4",-0.0246941923255906,0.0460193671835528,304.1,0.009171934,-3.01580535793279,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"542","UP 1-2","UP",1,2,"CH4",-0.0129076098921655,0.259939255908198,303.15,0.009551964,-1.64681539032849,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"543","UP 1-3","UP",1,3,"CH4",-0.00797587120193792,0.525815378388761,303.8,0.007968503,-0.847092983615763,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"544","UP 1-4","UP",1,4,"CH4",-0.0139682313305621,0.262576671250281,303.15,0.007905165,-1.47488706512708,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"545","UP 2-1","UP",2,1,"CH4",-0.00897317421658313,0.189406460360371,291.3,0.00891858,-1.11241108751407,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"546","UP 2-2","UP",2,2,"CH4",0.000615622191723229,0.606082244186528,291.55,0.006765073,0.0578412526403572,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"547","UP 2-3","UP",2,3,"CH4",-0.00381649572998455,0.000975119170129972,291.5,0.008981918,-0.476166994505518,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"548","UP 2-4","UP",2,4,"CH4",-0.0094508010543679,0.127196676139239,291.4,0.008475211,-1.11299592515376,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"549","SW 1-1","SW",1,1,"N2O",-0.000832467096152128,0.291573500209119,304.15,0.006385043,-0.0707631347725905,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"550","SW 1-2","SW",1,2,"N2O",0.00086261419500382,0.0814009203576695,304.05,0.007651811,0.0879022129423415,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"551","SW 1-3","SW",1,3,"N2O",-0.000293720729584313,0.665976868812403,304.75,0.006955088,-0.0271429780034617,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"552","SW 1-4","SW",1,4,"N2O",-0.000261192368102179,0.732563028994462,306,0.01012201,-0.0349840270314502,"nmol_m2_s1",2023-07-06,"SW_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"553","SW 2-1","SW",2,1,"N2O",-0.00165703221988028,0.497570222027307,304,0.007588473,-0.167484933097465,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"554","SW 2-2","SW",2,2,"N2O",-0.00112662109371548,0.459443607497751,303.45,0.007145104,-0.107414589326767,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"555","SW 2-3","SW",2,3,"N2O",0.00108120181105595,0.519520114806312,303.85,0.007081765,0.102035903955609,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"556","SW 2-4","SW",2,4,"N2O",0.00152734835882047,0.380759197560862,304.3,0.008538549,0.17353385183379,"nmol_m2_s1",2023-07-06,"SW_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"557","UP 1-1","UP",1,1,"N2O",-0.000511311773885098,0.635321656412054,304.1,0.009171934,-0.0624445119291798,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"558","UP 1-2","UP",1,2,"N2O",-5.59089525866409e-05,0.96992076664588,303.15,0.009551964,-0.00713313497588043,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"559","UP 1-3","UP",1,3,"N2O",0.000758570219995908,0.442284254443811,303.8,0.007968503,0.0805654322479868,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"560","UP 1-4","UP",1,4,"N2O",0.000390109354843848,0.790280862463238,303.15,0.007905165,0.0411911306326504,"nmol_m2_s1",2023-07-06,"UP_1",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"561","UP 2-1","UP",2,1,"N2O",0.000297839342889089,0.837705901613098,291.3,0.00891858,0.0369233650579772,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"562","UP 2-2","UP",2,2,"N2O",-1.46870693348249e-05,0.97652498330775,291.55,0.006765073,-0.00137993480313649,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"563","UP 2-3","UP",2,3,"N2O",0.00025400519761894,0.642793359444564,291.5,0.008981918,0.031691085250993,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"564","UP 2-4","UP",2,4,"N2O",-0.00100943481904994,0.179795367166728,291.4,0.008475211,-0.118878477480135,"nmol_m2_s1",2023-07-06,"UP_2",NA,NA,NA,NA,NA,NA,NA,NA,"Summer"
"565","SW 1-1","SW",1,1,"CO2",35.8608051322105,4.00367652643167e-06,304.65,0.006385043,3.04331328091324,"umol_m2_s1",2023-07-18,"SW_1",47.5,NA,NA,40,20.2,NA,NA,NA,"Summer"
"566","SW 1-2","SW",1,2,"CO2",32.0202456871534,1.65194805216496e-05,303.3,0.007651811,3.27099940694033,"umol_m2_s1",2023-07-18,"SW_1",46.9,NA,NA,25,20.1,NA,NA,NA,"Summer"
"567","SW 1-3","SW",1,3,"CO2",29.6352985603958,1.86501458734466e-05,303.4,0.006955088,2.75080839569892,"umol_m2_s1",2023-07-18,"SW_1",43.1,NA,NA,50,19.7,NA,NA,NA,"Summer"
"568","SW 1-4","SW",1,4,"CO2",24.1372453962153,1.24055469124124e-05,303.95,0.01012201,3.2547400014729,"umol_m2_s1",2023-07-18,"SW_1",46.8,NA,NA,40,19.7,NA,NA,NA,"Summer"
"569","SW 2-1","SW",2,1,"CO2",51.0567845632948,8.12371132464876e-05,307.1,0.007588473,5.10848377883196,"umol_m2_s1",2023-07-18,"SW_2",25.9,NA,NA,65,23.8,NA,NA,NA,"Summer"
"570","SW 2-2","SW",2,2,"CO2",34.2670922360767,9.14221913178242e-05,307.15,0.007145104,3.22774539229493,"umol_m2_s1",2023-07-18,"SW_2",38,NA,NA,NA,23.3,NA,NA,NA,"Summer"
"571","SW 2-3","SW",2,3,"CO2",36.9826242953427,0.000274649315603163,306.9,0.007081765,3.45546365723435,"umol_m2_s1",2023-07-18,"SW_2",32.2,NA,NA,25,23.3,NA,NA,NA,"Summer"
"572","SW 2-4","SW",2,4,"CO2",43.5793107298413,0.000930261478330968,307.45,0.008538549,4.90065258792082,"umol_m2_s1",2023-07-18,"SW_2",30.7,NA,NA,55,23.1,NA,NA,NA,"Summer"
"573","UP 1-1","UP",1,1,"CO2",46.7344578130976,5.8324701831938e-05,285,0.009171934,6.08999941570955,"umol_m2_s1",2023-07-18,"UP_1",26.4,NA,NA,70,25.2,NA,NA,NA,"Summer"
"574","UP 1-2","UP",1,2,"CO2",38.0183877283701,0.000124620228933458,285,0.009551964,5.15947477971975,"umol_m2_s1",2023-07-18,"UP_1",27.5,NA,NA,25,24.3,NA,NA,NA,"Summer"
"575","UP 1-3","UP",1,3,"CO2",45.4672825559958,5.79388807127563e-05,285,0.007968503,5.14748228151824,"umol_m2_s1",2023-07-18,"UP_1",28.9,NA,NA,40,23.2,NA,NA,NA,"Summer"
"576","UP 1-4","UP",1,4,"CO2",40.0382664947057,0.000186485731453541,285,0.007905165,4.4968181632126,"umol_m2_s1",2023-07-18,"UP_1",27.6,NA,NA,15,22.8,NA,NA,NA,"Summer"
"577","UP 2-1","UP",2,1,"CO2",35.4079733051847,0.000227307005296388,306.55,0.00891858,4.17118490739005,"umol_m2_s1",2023-07-18,"UP_2",21.7,NA,NA,35,21.2,NA,NA,NA,"Summer"
"578","UP 2-2","UP",2,2,"CO2",34.6600000491566,0.000308575390905507,305.75,0.006765073,3.10526423984991,"umol_m2_s1",2023-07-18,"UP_2",25.5,NA,NA,45,21.7,NA,NA,NA,"Summer"
"579","UP 2-3","UP",2,3,"CO2",27.3183459714534,0.000232361949224954,305.95,0.008981918,3.24740915410599,"umol_m2_s1",2023-07-18,"UP_2",28.2,NA,NA,15,21.8,NA,NA,NA,"Summer"
"580","UP 2-4","UP",2,4,"CO2",36.421607758757,0.000423183902106381,306.25,0.008475211,4.0812905747803,"umol_m2_s1",2023-07-18,"UP_2",28.7,NA,NA,30,21.4,NA,NA,NA,"Summer"
"581","SW 1-1","SW",1,1,"CH4",-0.0030157525895928,0.0491976713733188,304.65,0.006385043,-0.255930670658942,"nmol_m2_s1",2023-07-18,"SW_1",47.5,NA,NA,40,20.2,NA,NA,NA,"Summer"
"582","SW 1-2","SW",1,2,"CH4",-0.0278329890372418,0.563479756131081,303.3,0.007651811,-2.8432539688701,"nmol_m2_s1",2023-07-18,"SW_1",46.9,NA,NA,25,20.1,NA,NA,NA,"Summer"
"583","SW 1-3","SW",1,3,"CH4",-0.000854930974096394,0.276742549235756,303.4,0.006955088,-0.079356423438577,"nmol_m2_s1",2023-07-18,"SW_1",43.1,NA,NA,50,19.7,NA,NA,NA,"Summer"
"584","SW 1-4","SW",1,4,"CH4",-9.98492782525853e-05,0.914309780871913,303.95,0.01012201,-0.0134639821036847,"nmol_m2_s1",2023-07-18,"SW_1",46.8,NA,NA,40,19.7,NA,NA,NA,"Summer"
"585","SW 2-1","SW",2,1,"CH4",-0.00322003254357423,0.117075955428923,307.1,0.007588473,-0.322180179516939,"nmol_m2_s1",2023-07-18,"SW_2",25.9,NA,NA,65,23.8,NA,NA,NA,"Summer"
"586","SW 2-2","SW",2,2,"CH4",-0.00530851042694787,0.0132691522291819,307.15,0.007145104,-0.500028422385112,"nmol_m2_s1",2023-07-18,"SW_2",38,NA,NA,NA,23.3,NA,NA,NA,"Summer"
"587","SW 2-3","SW",2,3,"CH4",-0.0179800013747297,0.849321328016465,306.9,0.007081765,-1.67995761499343,"nmol_m2_s1",2023-07-18,"SW_2",32.2,NA,NA,25,23.3,NA,NA,NA,"Summer"
"588","SW 2-4","SW",2,4,"CH4",0.022849257669289,0.181007292045194,307.45,0.008538549,2.56948244140984,"nmol_m2_s1",2023-07-18,"SW_2",30.7,NA,NA,55,23.1,NA,NA,NA,"Summer"
"589","UP 1-1","UP",1,1,"CH4",0.0949549911984021,0.13064668032022,285,0.009171934,12.3736503637132,"nmol_m2_s1",2023-07-18,"UP_1",26.4,NA,NA,70,25.2,NA,NA,NA,"Summer"
"590","UP 1-2","UP",1,2,"CH4",-0.0086723776196604,3.80114849045273e-05,285,0.009551964,-1.17692822558738,"nmol_m2_s1",2023-07-18,"UP_1",27.5,NA,NA,25,24.3,NA,NA,NA,"Summer"
"591","UP 1-3","UP",1,3,"CH4",-0.0090540312162842,9.48951927981669e-06,285,0.007968503,-1.02503300488078,"nmol_m2_s1",2023-07-18,"UP_1",28.9,NA,NA,40,23.2,NA,NA,NA,"Summer"
"592","UP 1-4","UP",1,4,"CH4",-0.0167748178062703,0.416612694053,285,0.007905165,-1.88403025405191,"nmol_m2_s1",2023-07-18,"UP_1",27.6,NA,NA,15,22.8,NA,NA,NA,"Summer"
"593","UP 2-1","UP",2,1,"CH4",-0.00411645293422648,0.0306419365680355,306.55,0.00891858,-0.484932763681019,"nmol_m2_s1",2023-07-18,"UP_2",21.7,NA,NA,35,21.2,NA,NA,NA,"Summer"
"594","UP 2-2","UP",2,2,"CH4",-0.122363089269967,0.279079912419622,305.75,0.006765073,-10.9627733655135,"nmol_m2_s1",2023-07-18,"UP_2",25.5,NA,NA,45,21.7,NA,NA,NA,"Summer"
"595","UP 2-3","UP",2,3,"CH4",-0.00211645121441149,0.369081000687605,305.95,0.008981918,-0.25158854987343,"nmol_m2_s1",2023-07-18,"UP_2",28.2,NA,NA,15,21.8,NA,NA,NA,"Summer"
"596","UP 2-4","UP",2,4,"CH4",-0.0019112211932081,0.208693892357452,306.25,0.008475211,-0.214165423279129,"nmol_m2_s1",2023-07-18,"UP_2",28.7,NA,NA,30,21.4,NA,NA,NA,"Summer"
"597","SW 1-1","SW",1,1,"N2O",0.00122189416026744,0.0146772900489779,304.65,0.006385043,0.103695572704031,"nmol_m2_s1",2023-07-18,"SW_1",47.5,NA,NA,40,20.2,NA,NA,NA,"Summer"
"598","SW 1-2","SW",1,2,"N2O",0.00126481359465045,0.0455171744132198,303.3,0.007651811,0.12920589549541,"nmol_m2_s1",2023-07-18,"SW_1",46.9,NA,NA,25,20.1,NA,NA,NA,"Summer"
"599","SW 1-3","SW",1,3,"N2O",0.000917516268412884,0.122694154289387,303.4,0.006955088,0.0851657171327921,"nmol_m2_s1",2023-07-18,"SW_1",43.1,NA,NA,50,19.7,NA,NA,NA,"Summer"
"600","SW 1-4","SW",1,4,"N2O",0.000751445723976512,0.194191225307474,303.95,0.01012201,0.101327239981809,"nmol_m2_s1",2023-07-18,"SW_1",46.8,NA,NA,40,19.7,NA,NA,NA,"Summer"
"601","SW 2-1","SW",2,1,"N2O",0.000455210144400376,0.269648236898674,307.1,0.007588473,0.0455460260280639,"nmol_m2_s1",2023-07-18,"SW_2",25.9,NA,NA,65,23.8,NA,NA,NA,"Summer"
"602","SW 2-2","SW",2,2,"N2O",-2.62009657615984e-05,0.966021847927484,307.15,0.007145104,-0.00246796681574401,"nmol_m2_s1",2023-07-18,"SW_2",38,NA,NA,NA,23.3,NA,NA,NA,"Summer"
"603","SW 2-3","SW",2,3,"N2O",0.000142587756732362,0.672082745437457,306.9,0.007081765,0.0133226568082486,"nmol_m2_s1",2023-07-18,"SW_2",32.2,NA,NA,25,23.3,NA,NA,NA,"Summer"
"604","SW 2-4","SW",2,4,"N2O",-3.66876308255793e-05,0.925882493549292,307.45,0.008538549,-0.00412565802301557,"nmol_m2_s1",2023-07-18,"SW_2",30.7,NA,NA,55,23.1,NA,NA,NA,"Summer"
"605","UP 1-1","UP",1,1,"N2O",0.000780174586276009,0.165278599294213,285,0.009171934,0.101665088179129,"nmol_m2_s1",2023-07-18,"UP_1",26.4,NA,NA,70,25.2,NA,NA,NA,"Summer"
"606","UP 1-2","UP",1,2,"N2O",0.000362493043104015,0.434394608269621,285,0.009551964,0.0491939249786594,"nmol_m2_s1",2023-07-18,"UP_1",27.5,NA,NA,25,24.3,NA,NA,NA,"Summer"
"607","UP 1-3","UP",1,3,"N2O",0.000781914809343101,0.122142325702182,285,0.007968503,0.0885228322540152,"nmol_m2_s1",2023-07-18,"UP_1",28.9,NA,NA,40,23.2,NA,NA,NA,"Summer"
"608","UP 1-4","UP",1,4,"N2O",0.000628310656847631,0.00198069480753449,285,0.007905165,0.0705674601128416,"nmol_m2_s1",2023-07-18,"UP_1",27.6,NA,NA,15,22.8,NA,NA,NA,"Summer"
"609","UP 2-1","UP",2,1,"N2O",0.000552799154220614,0.266939190012182,306.55,0.00891858,0.065121702081869,"nmol_m2_s1",2023-07-18,"UP_2",21.7,NA,NA,35,21.2,NA,NA,NA,"Summer"
"610","UP 2-2","UP",2,2,"N2O",0.000314877117694476,0.0450069820668669,305.75,0.006765073,0.0282105208348798,"nmol_m2_s1",2023-07-18,"UP_2",25.5,NA,NA,45,21.7,NA,NA,NA,"Summer"
"611","UP 2-3","UP",2,3,"N2O",0.000712241689179273,0.191684388025325,305.95,0.008981918,0.0846661867374261,"nmol_m2_s1",2023-07-18,"UP_2",28.2,NA,NA,15,21.8,NA,NA,NA,"Summer"
"612","UP 2-4","UP",2,4,"N2O",0.000872280299213229,0.0177008906263845,306.25,0.008475211,0.097744981147614,"nmol_m2_s1",2023-07-18,"UP_2",28.7,NA,NA,30,21.4,NA,NA,NA,"Summer"
"613","SW 1-1","SW",1,1,"CO2",35.8608051322105,4.00367652643167e-06,307.2,0.006385043,3.01805140309316,"umol_m2_s1",2023-08-02,"SW_1",34.9,NA,NA,NA,24.1,NA,NA,NA,NA
"614","SW 1-2","SW",1,2,"CO2",32.0202456871534,1.65194805216496e-05,307.25,0.007651811,3.22894750244101,"umol_m2_s1",2023-08-02,"SW_1",43.1,NA,NA,NA,23.9,NA,NA,NA,NA
"615","SW 1-3","SW",1,3,"CO2",29.6352985603958,1.86501458734466e-05,304.85,0.006955088,2.73772434723652,"umol_m2_s1",2023-08-02,"SW_1",22.5,NA,NA,NA,23.1,NA,NA,NA,NA
"616","SW 1-4","SW",1,4,"CO2",24.1372453962153,1.24055469124124e-05,306.15,0.01012201,3.23135137497204,"umol_m2_s1",2023-08-02,"SW_1",41.9,NA,NA,NA,22.9,NA,NA,NA,NA
"617","SW 2-1","SW",2,1,"CO2",51.0567845632948,8.12371132464876e-05,305.65,0.007588473,5.13271836571011,"umol_m2_s1",2023-08-02,"SW_2",15.2,NA,NA,40,23.9,NA,NA,NA,NA
"618","SW 2-2","SW",2,2,"CO2",34.2670922360767,9.14221913178242e-05,307.1,0.007145104,3.22827091254766,"umol_m2_s1",2023-08-02,"SW_2",33.2,NA,NA,15,23.2,NA,NA,NA,NA
"619","SW 2-3","SW",2,3,"CO2",36.9826242953427,0.000274649315603163,307.75,0.007081765,3.4459197283679,"umol_m2_s1",2023-08-02,"SW_2",30.6,NA,NA,30,22.9,NA,NA,NA,NA
"620","SW 2-4","SW",2,4,"CO2",43.5793107298413,0.000930261478330968,306.35,0.008538549,4.91824918608212,"umol_m2_s1",2023-08-02,"SW_2",24.1,NA,NA,45,22.4,NA,NA,NA,NA
"621","UP 1-1","UP",1,1,"CO2",46.7344578130976,5.8324701831938e-05,307.7,0.009171934,5.64072094077745,"umol_m2_s1",2023-08-02,"UP_1",27.5,NA,NA,NA,24.3,NA,NA,NA,NA
"622","UP 1-2","UP",1,2,"CO2",38.0183877283701,0.000124620228933458,307.05,0.009551964,4.7889604696959,"umol_m2_s1",2023-08-02,"UP_1",24.7,NA,NA,NA,23.6,NA,NA,NA,NA
"623","UP 1-3","UP",1,3,"CO2",45.4672825559958,5.79388807127563e-05,307.45,0.007968503,4.77161310857928,"umol_m2_s1",2023-08-02,"UP_1",24.9,NA,NA,NA,23.4,NA,NA,NA,NA
